coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2025052906,Data Centre Sustainability,Nanyang Polytechnic,esg_reporting,950.0,285.0,741.0,222.3,,,,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052906,False
TGS-2025053094,ESG Reporting & Data Management,Nanyang Polytechnic,esg_reporting,950.0,285.0,741.0,222.3,,,,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053094,False
TGS-2025053095,Effective Sustainability Communication Strategies,Nanyang Polytechnic,esg_reporting,950.0,285.0,741.0,222.3,,,,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053095,False
TGS-2022015013,"Foundations of Sustainability - Opportunities and Risks (classroom, synchronous e-learning)",Temasek Polytechnic,esg_reporting,950.0,285.0,741.0,222.3,4.0,82.0,125.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015013,False
TGS-2025053098,"Green Finance, Impact Assessment, & Sustainability",Nanyang Polytechnic,esg_reporting,950.0,285.0,741.0,222.3,,,,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053098,False
TGS-2024051015,Sustainability Roadmap Implementation for Manufacturing Industry,SINGAPORE POLYTECHNIC,esg_reporting,950.0,285.0,741.0,222.3,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051015,False
TGS-2025054283,Sustainable Procurement & Strategy,SINGAPORE POLYTECHNIC,esg_reporting,972.0,972.0,758.1600000000001,758.1600000000001,,,,30.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054283,False
TGS-2025054280,Sustainable Supply Chain & Circular Economies,SINGAPORE POLYTECHNIC,esg_reporting,972.0,972.0,758.1600000000001,758.1600000000001,,,,30.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054280,False
TGS-2022015182,PWM-Waste Management: Maintaining stocks and equipment for operations,Waste Management and Recycling Association of Singapore,esg_reporting,985.0,492.5,768.3000000000001,384.15000000000003,4.5,3.0,3.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015182,False
TGS-2022015084,PWM-Waste Management: Operate mechanical devices or heavy machinery to perform waste sorting,Waste Management and Recycling Association of Singapore,esg_reporting,985.0,492.5,768.3000000000001,384.15000000000003,4.5,66.0,89.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015084,False
TGS-2025052773,Life Cycle Assessment for Sustainable Organisations,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,990.0,495.0,772.2,386.1,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052773,False
TGS-2023035606,Sustainability in MICE: Unlocking the New Horizon,NTUC LEARNINGHUB PTE. LTD.,esg_reporting,990.0,495.0,772.2,386.1,4.5,43.0,181.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023035606,False
TGS-2023038211,(eCornell) Evaluating a Corporate Sustainability Strategy,GENASHTIM,esg_reporting,1000.0,1000.0,780.0,780.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038211,False
TGS-2023038213,(eCornell) Generating Profit in a Sustainability Era,GENASHTIM,esg_reporting,1000.0,1000.0,780.0,780.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038213,False
TGS-2023038212,(eCornell) Sustainability Risk Management,GENASHTIM,esg_reporting,1000.0,1000.0,780.0,780.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038212,False
TGS-2023038402,(eCornell) Sustainable Tourism Destination Management,GENASHTIM,esg_reporting,1000.0,1000.0,780.0,780.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038402,False
TGS-2023038822,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 10: Building the Right Data Strategy and Data Culture for Your Organisation",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038822,False
TGS-2023038810,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 10: Building the Right Data Strategy and Data Culture for Your Organisation (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038810,False
TGS-2023038829,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 1: Addressing Key Business Imperatives with Effective Data Management",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038829,False
TGS-2023038818,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 1: Addressing Key Business Imperatives with Effective Data Management (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038818,False
TGS-2023038778,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 2: Modern Data Management Architecture and Trends",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038778,False
TGS-2023038775,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 2: Modern Data Management Architecture and Trends (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038775,False
TGS-2023038777,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 3: Key Data Capabilities and Foundations for Modern Enterprises",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038777,False
TGS-2023038782,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 3: Key Data Capabilities and Foundations for Modern Enterprises (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038782,False
TGS-2023038785,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 4: Modern Cloud-Native Enterprise Architecture and Deployment",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038785,False
TGS-2023038819,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 4: Modern Cloud-Native Enterprise Architecture and Deployment (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038819,False
TGS-2023038786,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 7: Regenerative Artificial Intelligence and Ethics, Data Literacy and Democratisation",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038786,False
TGS-2023038801,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 7: Regenerative Artificial Intelligence and Ethics, Data Literacy and Democratisation (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038801,False
TGS-2023038803,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 8: Environmental, Social, and Governance Sustainability and Data Management",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038803,False
TGS-2023038797,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 8: Environmental, Social, and Governance Sustainability and Data Management (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038797,False
TGS-2023038783,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 9: Cloud Modernisation and Data Management Best Practices",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038783,False
TGS-2023038780,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 9: Cloud Modernisation and Data Management Best Practices (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038780,False
TGS-2023038012,Building Higher Brand Value from Sustainability,NTUC LEARNINGHUB PTE. LTD.,esg_reporting,1000.0,500.0,780.0,390.0,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038012,False
TGS-2023018069,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Climate Risk in Financial Institutions",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,3.5,75.0,90.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018069,False
TGS-2023018091,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Climate Risk in Financial Institutions (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018091,False
TGS-2023018102,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Introduction to Sustainability and United Nations Sustainable Development Goals (UN SDGs)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,3.5,83.0,92.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018102,False
TGS-2023018172,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Introduction to Sustainability and United Nations Sustainable Development Goals (UN SDGs) (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018172,False
TGS-2023018092,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Personal and Social Development in the World of Sustainability",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,4.0,72.0,88.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018092,False
TGS-2023018175,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Personal and Social Development in the World of Sustainability (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018175,False
TGS-2023018104,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Sustainable Finance and Impact Investing",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,4.0,76.0,93.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018104,False
TGS-2023018174,"Certificate in Environmental, Social, and Governance (ESG) for Professionals in Banking and Finance - Sustainable Finance and Impact Investing (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018174,False
TGS-2024042461,Creating a Client-centric Sustainability Investment Journey,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042461,False
TGS-2024042460,Creating a Client-centric Sustainability Investment Journey (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042460,False
TGS-2024041279,Designing Innovations for Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041279,False
TGS-2020513908,"Environment, Social and Governance (ESG) and Materiality Reporting",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,4.0,293.0,401.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020513908,False
TGS-2020513298,"Environment, Social and Governance (ESG) and Materiality Reporting (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,4.5,35.0,211.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020513298,False
TGS-2022015015,"Environmental, Social and Governance (ESG) Reporting (Classroom, synchronous e-learning)",Temasek Polytechnic,esg_reporting,1000.0,300.0,780.0,234.0,3.5,6.0,14.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015015,False
TGS-2024042561,"Environmental, Social, and Governance Mastery: Leading Sustainable Change in Business",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,4.0,52.0,53.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042561,False
TGS-2024042562,"Environmental, Social, and Governance Mastery: Leading Sustainable Change in Business (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1000.0,300.0,780.0,234.0,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042562,False
TGS-2025052280,FutureReady: Sustainability and Beyond (Classroom & Asynchronous e-learning),Ngee Ann Polytechnic,esg_reporting,1000.0,300.0,780.0,234.0,,,,20.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052280,False
TGS-2024041323,SUSTAINABILITY BRAND MANAGEMENT - Impact of and on Environmental Social/Economic and Ethical Actions and Communication,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,1000.0,300.0,780.0,234.0,4.0,14.0,14.0,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041323,False
TGS-2023037956,Sustainability Management,INTELLISOFT TRAINING PTE. LTD.,esg_reporting,1000.0,500.0,780.0,390.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037956,False
TGS-2023038871,Sustainability Reporting,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,1000.0,300.0,780.0,234.0,4.5,8.0,8.0,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038871,False
TGS-2025052343,Sustainability Reporting and Engineering Strategies for Senior Leaders,TERTIARY INFOTECH PTE. LTD.,esg_reporting,1000.0,500.0,780.0,390.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052343,False
TGS-2023022217,Sustainability and the Circular Economy for Engineers and Designers,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,1000.0,300.0,780.0,234.0,,,,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023022217,False
TGS-2022015012,"Sustainable Finance (Classroom, Synchronous e-learning)",Temasek Polytechnic,esg_reporting,1000.0,300.0,780.0,234.0,4.0,7.0,15.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015012,False
